city,state,metro,county,zhvi,zhvi_yoy_pct,zori,zori_yoy_pct,annual_rent,rent_to_price_pct,price_to_rent,gross_yield_pct,est_cap_rate_pct,tier,pop_2024,pop_growth_pct,county_pop_2024,county_pop_growth_pct,net_mig_rate_per1k,vacancy_rate_pct,rental_vacancy_pct,renter_pct,zhvi_date,zori_date
Hopkinsville,KY,"Clarksville, TN-KY",Christian County,194503.47523271447,2.28,1093.0555555555557,4.23,13116.666666666668,0.562,14.8,6.74,4.38,Strong Buy,30800,-1.18,71006,-2.39,-8.8,12.39,5.9,47.83,2026-02-28,2026-02-28
Manor,TX,"Austin-Round Rock-Georgetown, TX",Travis County,321927.03792149137,-6.89,1807.5896464646464,-1.96,21691.075757575756,0.561,14.8,6.74,4.38,Strong Buy,21500,52.58,1363767,5.18,4.41,5.57,4.27,46.97,2026-02-28,2026-02-28
Pataskala,OH,"Columbus, OH",Licking County,380184.7677484507,1.87,2132.8333333333335,NA,25594,0.561,14.9,6.73,4.38,Strong Buy,18493,3.23,184898,3.41,7.71,6.46,4.85,26.27,2026-02-28,2026-02-28
Marshalltown,IA,"Marshalltown, IA",Marshall County,167755.04361153676,4.09,941.111111111111,NA,11293.333333333332,0.561,14.9,6.73,4.38,Strong Buy,27886,1.12,40392,0.75,5.55,7.79,7.93,26.67,2026-02-28,2026-02-28
Lithia Springs,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Douglas County,276742.5575388022,-4.49,1553.300230566535,1.27,18639.60276679842,0.561,14.8,6.74,4.38,Strong Buy,NA,NA,151887,4.98,12.74,7.01,6.02,33.56,2026-02-28,2026-02-28
Lynn Haven,FL,"Panama City, FL",Bay County,320511.4500458979,-1.87,1800,-0.72,21600,0.562,14.8,6.74,4.38,Strong Buy,21954,17.63,199718,14.42,36.38,28.33,10.57,31.72,2026-02-28,2026-02-28
Vass,NC,"Pinehurst-Southern Pines, NC",Moore County,361733.7395320055,0.77,2033.3333333333333,NA,24400,0.562,14.8,6.75,4.38,Strong Buy,1035,7.92,108417,8.1,14.51,13.37,3.35,23.67,2026-02-28,2026-02-28
Norfolk,VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Norfolk City,302742.30498920055,0.34,1696.2004674357615,5.74,20354.40560922914,0.56,14.9,6.72,4.37,Strong Buy,231105,-2.82,NA,NA,NA,NA,NA,NA,2026-02-28,2026-02-28
Grand Rapids,MI,"Grand Rapids-Kentwood, MI",Kent County,296960.7901512985,2.77,1662.2672798434442,3.24,19947.20735812133,0.56,14.9,6.72,4.37,Strong Buy,200117,0.7,673002,2.2,7.09,4.57,4.07,29.64,2026-02-28,2026-02-28
Brick,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Ocean County,499717.6678932963,4.94,2800,0.53,33600,0.56,14.9,6.72,4.37,Strong Buy,NA,NA,666434,4.37,4.36,18.18,2.79,19.83,2026-02-28,2026-02-28
Commerce City,CO,"Denver-Aurora-Lakewood, CO",Adams County,489042.32216741407,-4.21,2740.985229618163,3.99,32891.822755417954,0.56,14.9,6.73,4.37,Strong Buy,70245,11.88,542973,4.31,8.16,3.55,3.6,31.13,2026-02-28,2026-02-28
Hammond,LA,"Hammond, LA",Tangipahoa Parish,219570.1314276258,0.46,1229.6909090909091,1.63,14756.290909090909,0.56,14.9,6.72,4.37,Strong Buy,23426,18.87,139823,4.63,10.29,14.44,8.3,28.48,2026-02-28,2026-02-28
Batavia,OH,"Cincinnati, OH-KY-IN",Clermont County,324168.3224161972,2.44,1817.311111111111,5.78,21807.73333333333,0.561,14.9,6.73,4.37,Strong Buy,2026,2.01,214123,2.57,8.81,3.66,1.81,26.62,2026-02-28,2026-02-28
Security-Widefield,CO,"Colorado Springs, CO",El Paso County,377500.38126747153,-2.34,2115.8333333333335,2.41,25390,0.56,14.9,6.73,4.37,Strong Buy,NA,NA,752772,2.58,3.46,4.58,3.67,33.62,2026-02-28,2026-02-28
Mehlville,MO,"St. Louis, MO-IL",Saint Louis County,246554.83999014227,2.07,1381.1111111111113,NA,16573.333333333336,0.56,14.9,6.72,4.37,Strong Buy,NA,NA,NA,NA,NA,NA,NA,NA,2026-02-28,2026-02-28
Romulus,MI,"Detroit-Warren-Dearborn, MI",Wayne County,198705.52677993063,2.36,1114.2857142857144,35.06,13371.428571428572,0.561,14.9,6.73,4.37,Strong Buy,24652,-1.78,1771063,-1.04,3.75,12.9,4.58,35.52,2026-02-28,2026-02-28
Advance,NC,"Winston-Salem, NC",Davie County,399117.3209366444,1.53,2236.3333333333335,NA,26836,0.56,14.9,6.72,4.37,Strong Buy,NA,NA,45383,5.8,20.73,11.56,6.38,16.61,2026-02-28,2026-02-28
Allentown,PA,"Allentown-Bethlehem-Easton, PA-NJ",Lehigh County,304235.49044479587,3.76,1698.6580326857847,3.63,20383.896392229417,0.558,14.9,6.7,4.36,Strong Buy,127138,1.12,385655,2.98,11.77,4.72,3.33,34.79,2026-02-28,2026-02-28
Conyers,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Rockdale County,295279.1782313581,-3.19,1651.686235735179,-0.45,19820.234828822147,0.559,14.9,6.71,4.36,Strong Buy,20111,15.65,97610,4.27,11.81,5.2,3.79,34.22,2026-02-28,2026-02-28
Statesboro,GA,"Statesboro, GA",Bulloch County,274674.029997084,1.04,1533.6872549019608,2.18,18404.24705882353,0.558,14.9,6.7,4.36,Strong Buy,35226,5.27,85454,6.93,11.02,9.91,3.75,46.73,2026-02-28,2026-02-28
Bear,DE,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",New Castle County,407619.43563891225,3.55,2280.2861952861954,9.24,27363.434343434343,0.559,14.9,6.71,4.36,Strong Buy,NA,NA,588093,3,8.7,5.15,4.98,31.49,2026-02-28,2026-02-28
Bixby,OK,"Tulsa, OK",Tulsa County,326370.9362215503,1.86,1824.5416666666667,3.52,21894.5,0.559,14.9,6.71,4.36,Strong Buy,31728,10.48,693514,3.4,7.29,9.07,6.06,40.26,2026-02-28,2026-02-28
Mayfield Heights,OH,"Cleveland-Elyria, OH",Cuyahoga County,223004.2746216891,3.81,1246.5428571428572,3.87,14958.514285714286,0.559,14.9,6.71,4.36,Strong Buy,19886,-2.1,1240594,-1.75,1.72,9.97,5.22,40.95,2026-02-28,2026-02-28
Farmville,VA,NA,Prince Edward County,255170.50045901255,5.05,1425,NA,17100,0.558,14.9,6.7,4.36,Strong Buy,7578,0.36,22276,1.75,14.23,17.57,2.2,40.05,2026-02-28,2026-02-28
Lowell,AR,"Fayetteville-Springdale-Rogers, AR",Benton County,357251.33332127455,1.21,1995,NA,23940,0.558,14.9,6.7,4.36,Strong Buy,11568,16.3,321566,12.19,23.43,9.14,4.86,32.8,2026-02-28,2026-02-28
Jacksonville,FL,"Jacksonville, FL",Duval County,282367.4384213576,-3.6,1575.6344410348684,0.55,18907.61329241842,0.558,14.9,6.7,4.35,Strong Buy,1009833,6.08,1055159,5.75,12.67,9.15,6.97,41.93,2026-02-28,2026-02-28
Des Moines,IA,"Des Moines-West Des Moines, IA",Polk County,204843.4100325442,0.79,1141.2871755464482,3.53,13695.446106557378,0.557,15,6.69,4.35,Moderate,213096,-0.31,516185,4.69,12.01,5.87,5,32.93,2026-02-28,2026-02-28
Lake Charles,LA,"Lake Charles, LA",Calcasieu Parish,202230.6554018097,5.1,1126.7352150537631,9.59,13520.822580645156,0.557,15,6.69,4.35,Moderate,81157,-4.39,206861,-4.45,9.82,18.49,13.5,27.76,2026-02-28,2026-02-28
Waterbury,CT,"New Haven-Milford, CT",New Haven County,271701.85317793046,2.73,1516.1370734528628,2.79,18193.644881434353,0.558,14.9,6.7,4.35,Strong Buy,115908,1.77,NA,NA,NA,NA,NA,NA,2026-02-28,2026-02-28
Dacula,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County,443641.8933113919,-3.62,2471.566378066378,2.84,29658.796536796537,0.557,15,6.69,4.35,Moderate,8018,16.07,1003869,4.75,5.96,3.94,4.99,33.31,2026-02-28,2026-02-28
Addison,IL,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,365438.633469565,3.89,2037.5,NA,24450,0.558,14.9,6.69,4.35,Strong Buy,35728,0.27,937142,0.6,5.3,4.53,5.6,26.87,2026-02-28,2026-02-28
Coram,NY,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County,547371.8382537187,3.89,3050.6666666666665,6.09,36608,0.557,15,6.69,4.35,Moderate,NA,NA,1535909,0.9,2.22,11.64,3.67,18.09,2026-02-28,2026-02-28
Cohoes,NY,"Albany-Schenectady-Troy, NY",Albany County,323580.91022046126,2.47,1806.5703703703705,12.98,21678.844444444447,0.558,14.9,6.7,4.35,Strong Buy,18530,2.34,319964,1.89,6.58,9.68,4.33,43.28,2026-02-28,2026-02-28
El Dorado,KS,"Wichita, KS",Butler County,168209.50273652427,3.48,937.5,NA,11250,0.557,15,6.69,4.35,Moderate,12694,-0.6,69158,2.63,8.47,7.91,4.95,21.79,2026-02-28,2026-02-28
Fate,TX,"Dallas-Fort Worth-Arlington, TX",Rockwall County,359884.917850895,-3.71,2007.4973544973543,0.13,24089.96825396825,0.558,14.9,6.69,4.35,Strong Buy,27467,49.09,137044,25.5,35.89,4.62,4.94,17.44,2026-02-28,2026-02-28
Kissimmee,FL,"Orlando-Kissimmee-Sanford, FL",Osceola County,357714.2382173019,-5.18,1991.3813259630667,-1.48,23896.5759115568,0.557,15,6.68,4.34,Moderate,84756,7.04,468058,19.66,40.25,19.99,6.97,33.77,2026-02-28,2026-02-28
Newport News,VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Newport News City,287122.9953485666,1.31,1595.799867374005,8.35,19149.598408488066,0.556,15,6.67,4.34,Moderate,183056,-1.61,NA,NA,NA,NA,NA,NA,2026-02-28,2026-02-28
Petersburg,VA,"Richmond, VA",Dinwiddie County,239956.96249846267,-0.35,1335.8493348756506,4.14,16030.192018507809,0.557,15,6.68,4.34,Moderate,34058,1.98,28576,2.46,12.42,12.35,4.91,21.75,2026-02-28,2026-02-28
Blacklick,OH,"Columbus, OH",Franklin County,346878.243934104,-0.26,1929.3,NA,23151.6,0.556,15,6.67,4.34,Moderate,NA,NA,1356303,2.4,7.58,6.96,3.98,47.03,2026-02-28,2026-02-28
Algonquin,IL,"Chicago-Naperville-Elgin, IL-IN-WI",McHenry County,398698.8063748174,4.1,2219.75,NA,26637,0.557,15,6.68,4.34,Moderate,30539,2.9,315959,1.93,5.95,3.55,3.04,17.42,2026-02-28,2026-02-28
West Dundee,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Kane County,404406.48355879466,3.61,2247.75,-1.92,26973,0.556,15,6.67,4.34,Moderate,7906,0.29,520997,0.89,3.7,3.54,3.6,24.26,2026-02-28,2026-02-28
Belleair Beach,FL,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County,880424.609445557,-5.6,4900,NA,58800,0.557,15,6.68,4.34,Moderate,1615,-1.1,965870,0.63,3.8,18.32,8.78,30.56,2026-02-28,2026-02-28
Winston-Salem,NC,"Winston-Salem, NC",Forsyth County,260276.6870582459,0.54,1445.0153695653746,3.94,17340.184434784496,0.555,15,6.66,4.33,Moderate,255769,2.62,398143,4.05,9.43,10.09,8.4,37.31,2026-02-28,2026-02-28
Kalamazoo,MI,"Kalamazoo-Portage, MI",Kalamazoo County,232128.35654584257,3.62,1287.2550484559915,1.57,15447.060581471898,0.555,15,6.65,4.33,Moderate,73290,-0.27,264780,1.13,4.82,7.17,5.23,36.05,2026-02-28,2026-02-28
Stockbridge,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Henry County,289872.68215969374,-4.16,1609.6716934325632,2.68,19316.06032119076,0.555,15,6.66,4.33,Moderate,35893,0.43,259315,7.21,13.48,5.36,6.33,27.46,2026-02-28,2026-02-28
Casselberry,FL,"Orlando-Kissimmee-Sanford, FL",Seminole County,342235.15752166224,-5.19,1898.333964646465,2.33,22780.00757575758,0.555,15,6.66,4.33,Moderate,31650,9.36,494605,4.91,9.63,5.97,6.62,34.24,2026-02-28,2026-02-28
Eustis,FL,"Orlando-Kissimmee-Sanford, FL",Lake County,334865.4611177158,-2.55,1858.6632996633,5.34,22303.9595959596,0.555,15,6.66,4.33,Moderate,25067,7.89,444204,15.01,42.09,12.7,9.37,23.35,2026-02-28,2026-02-28
Greenfield,IN,"Indianapolis-Carmel-Anderson, IN",Hancock County,282333.0544065852,2.07,1566.621082621083,4.35,18799.452991452996,0.555,15,6.66,4.33,Moderate,26268,11.53,88810,10.76,28.66,3.45,4.86,20.41,2026-02-28,2026-02-28
Millsboro,DE,"Salisbury, MD-DE",Sussex County,391354.0910467591,-1.07,2175,NA,26100,0.556,15,6.67,4.33,Moderate,7864,13.27,271134,13.61,29.11,30.22,5.78,18.73,2026-02-28,2026-02-28
Dyersburg,TN,"Dyersburg, TN",Dyer County,161560.43059387986,-4.24,895.8333333333334,NA,10750,0.554,15,6.65,4.33,Moderate,15915,-1.26,36403,-0.83,1.4,8.66,3.66,37.62,2026-02-28,2026-02-28
Republic,MO,"Springfield, MO",Greene County,265319.8217732806,1.56,1472.4047619047622,2.18,17668.857142857145,0.555,15,6.66,4.33,Moderate,21392,13.17,307942,2.88,8.4,4.51,2.53,43.14,2026-02-28,2026-02-28
Bay Saint Louis,MS,"Gulfport-Biloxi, MS",Hancock County,230782.84474708964,-5,1280.4166666666667,NA,15365,0.555,15,6.66,4.33,Moderate,NA,NA,46492,0.78,8.75,14.46,6.14,21.26,2026-02-28,2026-02-28
Ellenton,FL,"North Port-Sarasota-Bradenton, FL",Manatee County,388406.2298516768,-8.23,2157.694444444445,NA,25892.333333333336,0.556,15,6.67,4.33,Moderate,NA,NA,458352,14.12,32.53,21.45,16.3,25.31,2026-02-28,2026-02-28
Griswold,CT,"Norwich-New London, CT",New London County,335069.141927903,1.67,1861.8333333333333,NA,22342,0.556,15,6.67,4.33,Moderate,NA,NA,NA,NA,NA,NA,NA,NA,2026-02-28,2026-02-28
Fort Myers,FL,"Cape Coral-Fort Myers, FL",Lee County,312185.8570164365,-10.94,1728.0302736001338,-4.01,20736.363283201605,0.554,15.1,6.64,4.32,Moderate,99918,14.47,860959,12.46,20.97,25.72,10.08,26.02,2026-02-28,2026-02-28
Hialeah,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,439844.3476743788,-3.35,2436.504795857737,-1.88,29238.057550292844,0.554,15,6.65,4.32,Moderate,235388,5.83,2838461,5.29,19.88,11.11,5.36,47.81,2026-02-28,2026-02-28
Largo,FL,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County,329801.8706507327,-4.55,1827.3073792270532,-2.53,21927.688550724637,0.554,15,6.65,4.32,Moderate,82337,-0.35,965870,0.63,3.8,18.32,8.78,30.56,2026-02-28,2026-02-28
Wesley Chapel,FL,"Tampa-St. Petersburg-Clearwater, FL",Pasco County,401530.0686563061,-4.7,2222.557681043367,-1.9,26670.69217252041,0.554,15.1,6.64,4.32,Moderate,NA,NA,659114,16.41,37.43,13.3,5.54,24.5,2026-02-28,2026-02-28
Council Bluffs,IA,"Omaha-Council Bluffs, NE-IA",Pottawattamie County,218060.3040031841,1.48,1208.153098290598,1.65,14497.837179487178,0.554,15,6.65,4.32,Moderate,62665,-0.19,93529,-0.13,3.09,6.22,1.75,29.65,2026-02-28,2026-02-28
Lombard,IL,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,372327.7166872339,6.89,2060.394514365624,0.98,24724.734172387492,0.553,15.1,6.64,4.32,Moderate,44490,0.17,937142,0.6,5.3,4.53,5.6,26.87,2026-02-28,2026-02-28
Starkville,MS,"Starkville, MS",Oktibbeha County,271769.1607903685,2.63,1506.1338383838383,2.79,18073.60606060606,0.554,15,6.65,4.32,Moderate,25844,0.57,51965,0.5,1.89,16.23,6.7,52.46,2026-02-28,2026-02-28
Cooper City,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,657981.6399811743,-4.05,3641.107142857142,4.62,43693.28571428571,0.553,15.1,6.64,4.32,Moderate,35541,3.52,2037472,4.84,14.84,13.18,6.08,36.74,2026-02-28,2026-02-28
Bessemer City,NC,"Charlotte-Concord-Gastonia, NC-SC",Gaston County,232873.6919716336,1.99,1289.7777777777776,NA,15477.333333333332,0.554,15,6.65,4.32,Moderate,5730,5.14,242010,5.85,15.72,7.81,5.03,34.18,2026-02-28,2026-02-28
Bellmawr,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Camden County,306343.1548668706,1.83,1697.7777777777776,NA,20373.333333333332,0.554,15,6.65,4.32,Moderate,11846,1.28,533988,2.07,5.74,5.92,4.3,34.97,2026-02-28,2026-02-28
New Bern,NC,"New Bern, NC",Craven County,276645.96709042223,2.08,1528.9867424242425,2.99,18347.84090909091,0.553,15.1,6.63,4.31,Moderate,34218,9.19,104167,2.62,7.75,12.51,6.59,30.05,2026-02-28,2026-02-28
Bastrop,TX,"Austin-Round Rock-Georgetown, TX",Bastrop County,348335.2070820982,-3.71,1926.8194444444443,0.1,23121.833333333332,0.553,15.1,6.64,4.31,Moderate,12720,29.9,114931,17.19,29.46,8.11,1.42,24.28,2026-02-28,2026-02-28
Justin,TX,"Dallas-Fort Worth-Arlington, TX",Denton County,369081.4215579809,-4.92,2037.936507936508,0.68,24455.238095238095,0.552,15.1,6.63,4.31,Moderate,6197,37.8,1045120,14.28,23.72,4.75,5.09,34.63,2026-02-28,2026-02-28
Perry,IA,"Des Moines-West Des Moines, IA",Dallas County,166383.5056813213,3.31,920,NA,11040,0.553,15.1,6.64,4.31,Moderate,8046,2.25,115343,14.72,25.99,5.39,7.47,30.52,2026-02-28,2026-02-28
Dunsmuir,CA,NA,Siskiyou County,235461.058545391,0.11,1300,NA,15600,0.552,15.1,6.63,4.31,Moderate,1618,-4.99,42498,-3.41,-1.95,18.03,2.22,30.3,2026-02-28,2026-02-28
San Antonio,TX,"San Antonio-New Braunfels, TX",Bexar County,247131.76762097343,-2.95,1361.4243514689604,-1.72,16337.092217627523,0.551,15.1,6.61,4.3,Moderate,1526656,6.07,2127737,5.56,8.6,8.27,8.16,40.89,2026-02-28,2026-02-28
Middletown,NY,"Poughkeepsie-Newburgh-Middletown, NY",Orange County,396305.0055171318,3.26,2185.399470899471,6.19,26224.793650793657,0.551,15.1,6.62,4.3,Moderate,30188,-0.37,411767,2.69,1.95,7.51,3.61,31.57,2026-02-28,2026-02-28
Wyoming,MI,"Grand Rapids-Kentwood, MI",Kent County,281163.63458954025,3.59,1549.8324915824917,5.49,18597.9898989899,0.551,15.1,6.61,4.3,Moderate,78559,2.33,673002,2.2,7.09,4.57,4.07,29.64,2026-02-28,2026-02-28
Xenia,OH,"Dayton-Kettering, OH",Greene County,247247.4519697659,5.19,1363.611111111111,5.26,16363.333333333332,0.552,15.1,6.62,4.3,Moderate,26067,2.4,172347,2.51,11.6,6.18,4.42,32.42,2026-02-28,2026-02-28
Torrington,CT,"Torrington, CT",Litchfield County,290042.2773069125,4.19,1597.2222222222224,1.81,19166.666666666668,0.551,15.1,6.61,4.3,Moderate,35673,0.88,NA,NA,NA,NA,NA,NA,2026-02-28,2026-02-28
Harvest,AL,"Huntsville, AL",Madison County,310076.81107293913,0.29,1710.9722222222224,3.81,20531.666666666668,0.552,15.1,6.62,4.3,Moderate,NA,NA,423355,8.41,20.5,7.01,5.85,31.22,2026-02-28,2026-02-28
Gatesville,TX,"Killeen-Temple, TX",Coryell County,235974.71943577216,1.98,1301.9444444444443,NA,15623.333333333332,0.552,15.1,6.62,4.3,Moderate,16388,1.66,86370,3.9,4.84,10.56,1.81,40.64,2026-02-28,2026-02-28
Sycamore,IL,"Chicago-Naperville-Elgin, IL-IN-WI",DeKalb County,308532.86256480636,4.26,1700,NA,20400,0.551,15.1,6.61,4.3,Moderate,18968,1.57,101335,0.96,4.64,5.27,2.95,39.14,2026-02-28,2026-02-28
Fairmont,WV,"Fairmont, WV",Marion County,182984.3847881762,3.76,1007.7777777777776,3.1,12093.333333333332,0.551,15.1,6.61,4.3,Moderate,18063,-1.91,55649,-1.04,2.5,12.62,9.13,24.18,2026-02-28,2026-02-28
Selma,NC,"Raleigh-Cary, NC",Johnston County,271810.47962732665,-1.64,1500,NA,18000,0.552,15.1,6.62,4.3,Moderate,7228,13.59,249794,14.89,25.65,6.82,3.91,22.9,2026-02-28,2026-02-28
Columbia Heights,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Anoka County,292106.4966120971,1.39,1611.111111111111,NA,19333.333333333332,0.552,15.1,6.62,4.3,Moderate,22358,1.89,376840,3.38,6.34,2.91,3.32,20.04,2026-02-28,2026-02-28
Clarksville,IN,"Louisville/Jefferson County, KY-IN",Clark County,197038.1154751447,4.34,1085.9444444444443,NA,13031.333333333332,0.551,15.1,6.61,4.3,Moderate,22041,-1.26,127479,5.03,14.65,8.67,9.66,25.03,2026-02-28,2026-02-28
Cedar Lake,IN,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,325829.2177524834,1.45,1795,NA,21540,0.551,15.1,6.61,4.3,Moderate,16404,15.5,502955,0.8,4.19,10.57,4.92,29.14,2026-02-28,2026-02-28
Marco Island,FL,"Naples-Marco Island, FL",Collier County,859459.7202558042,-3.97,4740,2.27,56880,0.552,15.1,6.62,4.3,Moderate,16554,5.01,416233,10.31,17.5,31.47,9.54,24.02,2026-02-28,2026-02-28
Hartland,MI,"Detroit-Warren-Dearborn, MI",Livingston County,386243.4122255145,5.07,2131,NA,25572,0.552,15.1,6.62,4.3,Moderate,NA,NA,196976,1.54,1.07,4.78,4.45,13.38,2026-02-28,2026-02-28
Garland,TX,"Dallas-Fort Worth-Arlington, TX",Dallas County,283928.63425092667,-5.73,1563.1001222560217,0.22,18757.20146707226,0.551,15.1,6.61,4.29,Moderate,250431,1.64,2656028,1.73,0.15,7.76,8.95,49.22,2026-02-28,2026-02-28
Lake Worth Beach,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,432576.8713352874,-4.74,2378.3932705026455,1.76,28540.719246031746,0.55,15.2,6.6,4.29,Moderate,44417,5.19,1582055,5.87,15.98,16.36,6.94,30.14,2026-02-28,2026-02-28
Beaumont,CA,"Riverside-San Bernardino-Ontario, CA",Riverside County,534390.3818042646,-0.84,2937.3928571428573,2.73,35248.71428571429,0.55,15.2,6.6,4.29,Moderate,59502,11.61,2529933,4.34,7.33,11.37,4.89,31.14,2026-02-28,2026-02-28
Ringgold,GA,"Chattanooga, TN-GA",Catoosa County,310005.04621325835,1.01,1703.3333333333333,5.71,20440,0.549,15.2,6.59,4.29,Moderate,3425,0.23,68940,1.37,6.4,7.55,4.75,24.92,2026-02-28,2026-02-28
El Mirage,AZ,"Phoenix-Mesa-Chandler, AZ",Maricopa County,341291.48707568983,-3.24,1879.0515873015872,2.68,22548.61904761905,0.551,15.1,6.61,4.29,Moderate,36468,1.43,4673096,5.12,9.38,8.29,5.4,34.99,2026-02-28,2026-02-28
Oldsmar,FL,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County,362699.8833307171,-7.43,1994.6666666666667,-1.58,23936,0.55,15.2,6.6,4.29,Moderate,14831,-0.6,965870,0.63,3.8,18.32,8.78,30.56,2026-02-28,2026-02-28
Danville,PA,"Bloomsburg-Berwick, PA",Montour County,264403.6622897648,4.1,1452.7777777777776,NA,17433.333333333332,0.549,15.2,6.59,4.29,Moderate,4193,-1.09,18115,-0.09,3.42,5.27,1.59,32.93,2026-02-28,2026-02-28
Shepherdsville,KY,"Louisville/Jefferson County, KY-IN",Bullitt County,283013.91009625106,1.78,1555,9.3,18660,0.549,15.2,6.59,4.29,Moderate,14837,4.22,85802,4.17,10.55,5.41,10.54,16.1,2026-02-28,2026-02-28
Brownsville,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,415851.5720345101,-3.41,2288.3777777777777,NA,27460.533333333333,0.55,15.1,6.6,4.29,Moderate,NA,NA,2838461,5.29,19.88,11.11,5.36,47.81,2026-02-28,2026-02-28
Uniontown,OH,"Akron, OH",Summit County,310834.365637737,3.08,1711.1666666666663,NA,20533.999999999996,0.551,15.1,6.61,4.29,Moderate,NA,NA,538370,-0.27,4.33,7.17,3.55,32.71,2026-02-28,2026-02-28
Wilmington,DE,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",New Castle County,321157.5716357303,2.41,1763.9261364597608,3.72,21167.11363751713,0.549,15.2,6.59,4.28,Moderate,73176,3.29,588093,3,8.7,5.15,4.98,31.49,2026-02-28,2026-02-28
Homestead,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,436039.29931529984,-5.23,2394.681553610803,-2.5,28736.178643329637,0.549,15.2,6.59,4.28,Moderate,85796,6.55,2838461,5.29,19.88,11.11,5.36,47.81,2026-02-28,2026-02-28
Lexington,SC,"Columbia, SC",Lexington County,301872.34090915887,0.14,1655.3694444444443,0.22,19864.43333333333,0.548,15.2,6.58,4.28,Moderate,25354,7.19,313774,6.37,11.83,7.71,3.5,23.15,2026-02-28,2026-02-28
Middle River,MD,"Baltimore-Columbia-Towson, MD",Baltimore County,329459.4052565595,0.19,1806.5219298245613,1.79,21678.263157894737,0.548,15.2,6.58,4.28,Moderate,NA,NA,852425,-0.11,3.96,5.75,5.61,33.67,2026-02-28,2026-02-28
Greater Landover,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince Georges County,316973.13828773063,-0.94,1740.330021367521,1.1,20883.960256410253,0.549,15.2,6.59,4.28,Moderate,NA,NA,NA,NA,NA,NA,NA,NA,2026-02-28,2026-02-28
Spring Lake,NC,"Fayetteville, NC",Harnett County,256009.38731229035,0.49,1404.111111111111,4.54,16849.333333333332,0.548,15.2,6.58,4.28,Moderate,11530,-1.03,146096,9.26,25.57,10.01,8.1,30.51,2026-02-28,2026-02-28
Helena,AL,"Birmingham-Hoover, AL",Shelby County,357727.9358505393,1.63,1963.3333333333333,NA,23560,0.549,15.2,6.59,4.28,Moderate,22200,5.23,235969,5.38,7.09,5.94,5.41,18.74,2026-02-28,2026-02-28
Show Low,AZ,"Show Low, AZ",Navajo County,432521.01602821593,0.62,2375,NA,28500,0.549,15.2,6.59,4.28,Moderate,12366,5.11,109516,2.57,4.62,31.21,4.55,27.26,2026-02-28,2026-02-28
Oxford,AL,"Anniston-Oxford, AL",Calhoun County,192538.2435743116,2.27,1056.25,NA,12675,0.549,15.2,6.58,4.28,Moderate,22088,0,116427,0.16,3.01,15.29,5.39,29.61,2026-02-28,2026-02-28
Auburn,MA,"Worcester, MA-CT",Worcester County,455573.209661195,0.65,2500,NA,30000,0.549,15.2,6.59,4.28,Moderate,NA,NA,881248,2.82,8.7,5.7,3.41,34.33,2026-02-28,2026-02-28
Danville,IN,"Indianapolis-Carmel-Anderson, IN",Hendricks County,334130.84109700535,1.08,1833.25,NA,21999,0.549,15.2,6.58,4.28,Moderate,12532,17.42,190629,8.55,15.38,3.79,5.03,22.15,2026-02-28,2026-02-28
Gainesville,FL,"Gainesville, FL",Alachua County,293024.0872458395,-2.8,1604.0552748881362,3.25,19248.663298657633,0.547,15.2,6.57,4.27,Moderate,148720,4.53,291782,4.3,8.33,10.28,11.36,45.93,2026-02-28,2026-02-28
Reading,PA,"Reading, PA",Berks County,256603.46021099525,2.54,1403.8870370370369,2.65,16846.644444444442,0.547,15.2,6.57,4.27,Moderate,96000,1.07,439117,2.43,7.84,5.52,4.51,28.95,2026-02-28,2026-02-28
Jackson,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Ocean County,623913.9316020407,2.38,3419.222222222222,-1.72,41030.666666666664,0.548,15.2,6.58,4.27,Moderate,NA,NA,666434,4.37,4.36,18.18,2.79,19.83,2026-02-28,2026-02-28
