store_id,state,city,street,postal_code,phone,lat,lon,url,scraped_at
245,CA,San Mateo,45 W Hillsdale Blvd,94403,650-286-1509,37.53543,-122.29828,https://locations.traderjoes.com/ca/san-mateo/245/,2026-04-24
67,CA,San Mateo,1820-22 S Grant Street,94402,650-570-6140,37.55454,-122.30251,https://locations.traderjoes.com/ca/san-mateo/67/,2026-04-24
61,CA,San Rafael,337 3rd St,94901,415-454-9530,37.96954,-122.51647,https://locations.traderjoes.com/ca/san-rafael/61/,2026-04-24
246,CA,San Ramon,300 Market Place,94583,925-275-8140,37.76416,-121.95211,https://locations.traderjoes.com/ca/san-ramon/246/,2026-04-24
113,CA,Santa Ana,3329 S Bristol St,92704,714-424-9304,33.70118,-117.88421,https://locations.traderjoes.com/ca/santa-ana/113/,2026-04-24
183,CA,Santa Barbara,3025 De La Vina St,93105,805-563-7383,34.43896,-119.72895,https://locations.traderjoes.com/ca/santa-barbara/183/,2026-04-24
59,CA,Santa Barbara,222 North Milpas Street,93103,805-560-1182,34.42503,-119.68151,https://locations.traderjoes.com/ca/santa-barbara/59/,2026-04-24
13,CA,Santa Clarita,26517 Bouquet Canyon Rd,91350,661-263-3796,34.42857,-118.53828,https://locations.traderjoes.com/ca/santa-clarita/13/,2026-04-24
263,CA,Santa Clarita,19037 Golden Valley Rd,91387,661-276-1430,34.39565,-118.46222,https://locations.traderjoes.com/ca/santa-clarita/263/,2026-04-24
193,CA,Santa Cruz,700 Front St,95060,831-425-0140,36.97454,-122.0247,https://locations.traderjoes.com/ca/santa-cruz/193/,2026-04-24
239,CA,Santa Maria,1303 S Bradley Rd,93454,805-925-1657,34.93802,-120.42133,https://locations.traderjoes.com/ca/santa-maria/239/,2026-04-24
253,CA,Santa Monica,"2300 Wilshire Blvd, Ste 101",90403,310-264-2223,34.03337,-118.48047,https://locations.traderjoes.com/ca/santa-monica/253/,2026-04-24
256,CA,Santa Monica,500 Broadway,90401,310-912-6877,34.01577,-118.49197,https://locations.traderjoes.com/ca/santa-monica/256/,2026-04-24
6,CA,Santa Monica,3212 Pico Blvd,90405,310-581-0253,34.02636,-118.45577,https://locations.traderjoes.com/ca/santa-monica/6/,2026-04-24
178,CA,Santa Rosa,2100 Santa Rosa Ave,95407,707-535-0788,38.41752,-122.71205,https://locations.traderjoes.com/ca/santa-rosa/178/,2026-04-24
75,CA,Santa Rosa,3225 Cleveland Ave,95403,707-525-1406,38.47355,-122.7323,https://locations.traderjoes.com/ca/santa-rosa/75/,2026-04-24
260,CA,Santee,9680 Mission Gorge Rd,92071,619-812-3705,32.83978,-116.98621,https://locations.traderjoes.com/ca/santee/260/,2026-04-24
267,CA,Sherman Oaks,14140 Riverside Dr,91423,747-245-6608,34.15733,-118.44132,https://locations.traderjoes.com/ca/sherman-oaks/267/,2026-04-24
49,CA,Sherman Oaks,14119 Riverside Dr,91423,818-789-2771,34.15797,-118.44081,https://locations.traderjoes.com/ca/sherman-oaks/49/,2026-04-24
30,CA,Simi Valley,2975-A Cochran St,93065,805-520-3135,34.2809,-118.73848,https://locations.traderjoes.com/ca/simi-valley/30/,2026-04-24
4,CA,South Pasadena,1129 Fair Oaks Ave,91030,323-784-1840,34.1129,-118.15149,https://locations.traderjoes.com/ca/south-pasadena/4/,2026-04-24
187,CA,South San Francisco,301 MC Lellan Dr,94080,650-583-6401,37.66474,-122.4461,https://locations.traderjoes.com/ca/south-san-francisco/187/,2026-04-24
76,CA,Stockton,6535 Pacific Ave,95207,209-951-7597,38.00913,-121.32282,https://locations.traderjoes.com/ca/stockton/76/,2026-04-24
122,CA,Studio City,11976 Ventura Blvd,91604,818-509-0168,34.14294,-118.39303,https://locations.traderjoes.com/ca/studio-city/122/,2026-04-24
68,CA,Sunnyvale,316 West El Camino Real,94087,408-736-7573,37.36789,-122.03588,https://locations.traderjoes.com/ca/sunnyvale/68/,2026-04-24
264,CA,Tarzana,18700 Ventura Blvd,91356,747-212-1646,34.17034,-118.54105,https://locations.traderjoes.com/ca/tarzana/264/,2026-04-24
102,CA,Temecula,40665 Winchester Rd,92591,951-296-9964,33.52882,-117.15615,https://locations.traderjoes.com/ca/temecula/102/,2026-04-24
211,CA,Templeton,1111 Rossi Road,93465,805-434-9562,35.54193,-120.71519,https://locations.traderjoes.com/ca/templeton/211/,2026-04-24
196,CA,Thousand Oaks,451 Avenida De Los Arboles,91360,805-492-7107,34.21899,-118.86907,https://locations.traderjoes.com/ca/thousand-oaks/196/,2026-04-24
243,CA,Thousand Oaks,125 N Reino Road,91320,805-375-1984,34.18009,-118.95383,https://locations.traderjoes.com/ca/thousand-oaks/243/,2026-04-24
54,CA,Toluca Lake,10130 Riverside Dr,91602,818-762-2787,34.15191,-118.35193,https://locations.traderjoes.com/ca/toluca-lake/54/,2026-04-24
121,CA,Torrance,19720 Hawthorne Blvd,90503,310-793-8585,33.85225,-118.35329,https://locations.traderjoes.com/ca/torrance/121/,2026-04-24
29,CA,Torrance,2545 Pacific Coast Hwy,90505,310-326-9520,33.79064,-118.33019,https://locations.traderjoes.com/ca/torrance/29/,2026-04-24
269,CA,Tracy,2530 Naglee Rd,95304,209-913-5511,37.75636,-121.46023,https://locations.traderjoes.com/ca/tracy/269/,2026-04-24
197,CA,Tustin,1198 Irvine Blvd.,92780,714-505-3289,33.74647,-117.80962,https://locations.traderjoes.com/ca/tustin/197/,2026-04-24
218,CA,Ventura,"103 S Mills Rd, Ste 104",93003,805-658-2664,34.27167,-119.24918,https://locations.traderjoes.com/ca/ventura/218/,2026-04-24
45,CA,Ventura,1795 S. Victoria Ave,93003,805-650-9977,34.2572,-119.21183,https://locations.traderjoes.com/ca/ventura/45/,2026-04-24
259,CA,Vista,1861 University Dr,92083,760-502-9816,33.17016,-117.21837,https://locations.traderjoes.com/ca/vista/259/,2026-04-24
123,CA,Walnut Creek,1372 S California Blvd,94596,925-945-1674,37.89314,-122.06057,https://locations.traderjoes.com/ca/walnut-creek/123/,2026-04-24
50,CA,West Hills,6751 Fallbrook Ave,91307,818-347-2591,34.19221,-118.62581,https://locations.traderjoes.com/ca/west-hills/50/,2026-04-24
173,CA,West Hollywood,8611 Santa Monica Blvd,90069,310-657-0152,34.08799,-118.37956,https://locations.traderjoes.com/ca/west-hollywood/173/,2026-04-24
40,CA,West Hollywood,7310 Santa Monica Blvd,90046,323-969-8048,34.09059,-118.34921,https://locations.traderjoes.com/ca/west-hollywood/40/,2026-04-24
33,CA,Westchester,8645 S Sepulveda,90045,310-338-9238,33.95874,-118.39666,https://locations.traderjoes.com/ca/westchester/33/,2026-04-24
58,CA,Westlake Village,3835 E Thousand Oaks Blvd,91362,805-494-5040,34.16391,-118.82587,https://locations.traderjoes.com/ca/westlake-village/58/,2026-04-24
48,CA,Whittier,15025 E Whittier Blvd,90603,562-698-1642,33.94936,-118.00539,https://locations.traderjoes.com/ca/whittier/48/,2026-04-24
209,CA,Woodland Hills,21055 Ventura Blvd,91364,818-712-9475,34.16726,-118.59231,https://locations.traderjoes.com/ca/woodland-hills/209/,2026-04-24
176,CA,Yorba Linda,19655 Yorba Linda Blvd,92886,714-970-0116,33.88973,-117.79217,https://locations.traderjoes.com/ca/yorba-linda/176/,2026-04-24
268,CA,Yucaipa,31545 Yucaipa Boulevard,92399,909-951-6154,34.02802,-117.11844,https://locations.traderjoes.com/ca/yucaipa/268/,2026-04-24
301,CO,Boulder,1906 28th St,80301,303-443-0160,40.02027,-105.25784,https://locations.traderjoes.com/co/boulder/301/,2026-04-24
305,CO,Colorado Springs,5342 N Nevada Ave,80918,719-264-0123,38.90728,-104.81728,https://locations.traderjoes.com/co/colorado-springs/305/,2026-04-24
315,CO,Colorado Springs,5338 N Nevada Avenue,80918,719-266-6838,38.90716,-104.8169,https://locations.traderjoes.com/co/colorado-springs/315/,2026-04-24
300,CO,Denver,750 N Colorado Blvd,80206,303-321-1003,39.72883,-104.94025,https://locations.traderjoes.com/co/denver/300/,2026-04-24
302,CO,Denver,661 Logan Street,80203,303-318-7112,39.72686,-104.98279,https://locations.traderjoes.com/co/denver/302/,2026-04-24
310,CO,Denver,790 N Colorado Blvd,80206,303-321-3245,39.72904,-104.94029,https://locations.traderjoes.com/co/denver/310/,2026-04-24
304,CO,Fort Collins,"3500 S College Ave, Ste 110",80525,970-223-3560,40.53934,-105.07529,https://locations.traderjoes.com/co/fort-collins/304/,2026-04-24
303,CO,Greenwood Village,"5910 S University Blvd, Suite E1",80121,303-730-3848,39.6092,-104.95735,https://locations.traderjoes.com/co/greenwood-village/303/,2026-04-24
306,CO,Littleton,"8055 West Bowles Ave, Unit 3A",80123,720-981-4563,39.61172,-105.08881,https://locations.traderjoes.com/co/littleton/306/,2026-04-24
309,CO,Parker,"18374 Cottonwood Drive, #150",80138,720-851-0549,39.55632,-104.77762,https://locations.traderjoes.com/co/parker/309/,2026-04-24
308,CO,Westminster,9350 Sheridan Blvd,80031,720-710-5391,39.86678,-105.05118,https://locations.traderjoes.com/co/westminster/308/,2026-04-24
525,CT,Danbury,113 Mill Plain Rd,06811,203-739-0098,41.39321,-73.5215,https://locations.traderjoes.com/ct/danbury/525/,2026-04-24
522,CT,Darien,436 Boston Post Rd,06820,203-656-1414,41.08446,-73.46171,https://locations.traderjoes.com/ct/darien/522/,2026-04-24
523,CT,Fairfield,2258 Black Rock Turnpike,06825,203-330-8301,41.18314,-73.25317,https://locations.traderjoes.com/ct/fairfield/523/,2026-04-24
586,CT,Glastonbury,400 Hebron Ave,06033,860-633-9270,41.71347,-72.59982,https://locations.traderjoes.com/ct/glastonbury/586/,2026-04-24
597,CT,Hamden,46 Skiff St,06517,475-293-3774,41.3752,-72.91363,https://locations.traderjoes.com/ct/hamden/597/,2026-04-24
563,CT,Manchester,1510 Pleasant Valley Road,06042,860-644-3182,41.80675,-72.55765,https://locations.traderjoes.com/ct/manchester/563/,2026-04-24
524,CT,Orange,560 Boston Post Rd,06477,203-795-5505,41.25081,-73.01887,https://locations.traderjoes.com/ct/orange/524/,2026-04-24
587,CT,Shelton,775 Bridgeport Ave,06484,475-325-6306,41.27166,-73.12726,https://locations.traderjoes.com/ct/shelton/587/,2026-04-24
529,CT,Stamford,1041 High Ridge Rd,06905,203-321-8440,41.1069,-73.54731,https://locations.traderjoes.com/ct/stamford/529/,2026-04-24
526,CT,West Hartford,1489 New Britain Ave,06110,860-561-4771,41.72347,-72.75805,https://locations.traderjoes.com/ct/west-hartford/526/,2026-04-24
521,CT,Westport,400 Post Road E,06880,203-226-8966,41.13984,-73.35194,https://locations.traderjoes.com/ct/westport/521/,2026-04-24
620,DC,Washington,"2101 Wisconsin Ave NW, Suite A",20007,202-944-8403,38.91771,-77.06833,https://locations.traderjoes.com/dc/washington/620/,2026-04-24
621,DC,Washington,350 Florida Ave. NE,20002,202-608-1023,38.90757,-77.0008,https://locations.traderjoes.com/dc/washington/621/,2026-04-24
622,DC,Washington,750 Pennsylvania Ave SE,20003,202-698-0190,38.88529,-76.99523,https://locations.traderjoes.com/dc/washington/622/,2026-04-24
653,DC,Washington,1101 25th Street NW,20037,202-296-1921,38.90409,-77.05302,https://locations.traderjoes.com/dc/washington/653/,2026-04-24
662,DC,Washington,1914 14th St NW,20009,202-986-1591,38.91605,-77.03219,https://locations.traderjoes.com/dc/washington/662/,2026-04-24
819,DC,Washington,5335 Wisconsin Ave NW,20015,227-229-0636,38.96015,-77.08512,https://locations.traderjoes.com/dc/washington/819/,2026-04-24
820,DC,Washington,701 Monroe St NE,20017,202-677-7460,38.93217,-76.99591,https://locations.traderjoes.com/dc/washington/820/,2026-04-24
759,DE,Newark,2500 Fashion Center Blvd.,19702,302-292-6825,39.67101,-75.64727,https://locations.traderjoes.com/de/newark/759/,2026-04-24
636,DE,Wilmington,5605 Concord Pike,19803,302-478-8494,39.83383,-75.54173,https://locations.traderjoes.com/de/wilmington/636/,2026-04-24
773,FL,Boca Raton,855 S Federal Hwy,33432,561-338-5031,26.34225,-80.08658,https://locations.traderjoes.com/fl/boca-raton/773/,2026-04-24
780,FL,Bradenton,8111 Cooper Creek Blvd,34201,941-355-2394,27.39126,-82.45387,https://locations.traderjoes.com/fl/bradenton/780/,2026-04-24
781,FL,Coral Gables,211 S. Dixie Highway,33133,305-442-5402,25.72926,-80.25809,https://locations.traderjoes.com/fl/coral-gables/781/,2026-04-24
782,FL,Coral Springs,2796 N. University Drive,33065,954-227-3407,26.26505,-80.25016,https://locations.traderjoes.com/fl/coral-springs/782/,2026-04-24
778,FL,Davie,2296 S University Dr,33324,954-512-2968,26.09284,-80.252,https://locations.traderjoes.com/fl/davie/778/,2026-04-24
797,FL,Daytona Beach,1511 Cornerstone Blvd,32117,386-308-1218,29.21986,-81.09539,https://locations.traderjoes.com/fl/daytona-beach/797/,2026-04-24
771,FL,Delray Beach,"1851 S Federal Hwy, Ste 500",33483,561-278-1493,26.43892,-80.0701,https://locations.traderjoes.com/fl/delray-beach/771/,2026-04-24
776,FL,Fort Lauderdale,1560 N Federal Hwy,33304,954-537-3585,26.14812,-80.119,https://locations.traderjoes.com/fl/fort-lauderdale/776/,2026-04-24
784,FL,Fort Myers,4983 S. Cleveland Avenue,33907,239-275-1712,26.58717,-81.86964,https://locations.traderjoes.com/fl/fort-myers/784/,2026-04-24
764,FL,Gainesville,3724 SW Archer Rd,32608,352-378-9321,29.62328,-82.37998,https://locations.traderjoes.com/fl/gainesville/764/,2026-04-24
769,FL,Jacksonville,11112 San Jose Blvd,32223,904-880-0582,30.17393,-81.6302,https://locations.traderjoes.com/fl/jacksonville/769/,2026-04-24
760,FL,Jacksonville Beach,4180 S 3rd St,32250,904-241-1770,30.25699,-81.38981,https://locations.traderjoes.com/fl/jacksonville-beach/760/,2026-04-24
848,FL,Melbourne,"2221 Town Center Ave, Ste 101",32940,321-338-3418,28.2413,-80.72811,https://locations.traderjoes.com/fl/melbourne/848/,2026-04-24
770,FL,Miami,9205 S Dixie Hwy,33156,305-661-1432,25.68441,-80.31256,https://locations.traderjoes.com/fl/miami/770/,2026-04-24
794,FL,Miami,3191 NE 1st Ave,33137,786-422-0606,25.80688,-80.19266,https://locations.traderjoes.com/fl/miami/794/,2026-04-24
779,FL,Miami Beach,1683 West Ave,33139,305-534-4951,25.79179,-80.14216,https://locations.traderjoes.com/fl/miami-beach/779/,2026-04-24
762,FL,Naples,10600 Tamiami Trail N,34108,239-596-5631,26.26813,-81.80053,https://locations.traderjoes.com/fl/naples/762/,2026-04-24
768,FL,Orlando,8323 Sand Lake Rd,32819,407-345-0611,28.4503,-81.49659,https://locations.traderjoes.com/fl/orlando/768/,2026-04-24
876,FL,Orlando,1444 North Alafaya Trail,32828,NA,28.56443,-81.20987,https://locations.traderjoes.com/fl/orlando/876/,2026-04-24
772,FL,Palm Beach Gardens,2560 PGA Blvd,33410,561-514-6770,26.84378,-80.07418,https://locations.traderjoes.com/fl/palm-beach-gardens/772/,2026-04-24
795,FL,Palm Harbor,33597 US Hwy 19 N,34684,727-436-4019,28.07817,-82.73845,https://locations.traderjoes.com/fl/palm-harbor/795/,2026-04-24
775,FL,Pembroke Pines,11960 Pines Blvd,33026,954-432-0405,26.00585,-80.31078,https://locations.traderjoes.com/fl/pembroke-pines/775/,2026-04-24
761,FL,Sarasota,4101 S Tamiami Trail,34231,941-922-5727,27.29476,-82.53002,https://locations.traderjoes.com/fl/sarasota/761/,2026-04-24
767,FL,St. Petersburg,2742 4th St N,33704,727-824-0907,27.7974,-82.63883,https://locations.traderjoes.com/fl/st-petersburg/767/,2026-04-24
763,FL,Tallahassee,"3425 Thomasville Rd, Unit 19",32309,850-894-2538,30.50323,-84.24986,https://locations.traderjoes.com/fl/tallahassee/763/,2026-04-24
766,FL,Tampa,3808 W Swann Ave,33609,813-872-6846,27.93727,-82.50633,https://locations.traderjoes.com/fl/tampa/766/,2026-04-24
774,FL,Wellington,2877 South State Rd 7,33414,561-656-1067,26.63776,-80.20411,https://locations.traderjoes.com/fl/wellington/774/,2026-04-24
796,FL,West Palm Beach,8111 S Dixie Highway,33405,NA,26.64507,-80.05661,https://locations.traderjoes.com/fl/west-palm-beach/796/,2026-04-24
765,FL,Winter Park,131 Orlando Ave.,32789,407-622-0874,28.59831,-81.36556,https://locations.traderjoes.com/fl/winter-park/765/,2026-04-24
798,GA,Alpharetta,1605 Halcyon Days Trail,30005,470-762-3171,34.10897,-84.21863,https://locations.traderjoes.com/ga/alpharetta/798/,2026-04-24
736,GA,Athens,"1850 Epps Bridge Pkwy, Ste 331",30606,706-583-8934,33.9156,-83.44368,https://locations.traderjoes.com/ga/athens/736/,2026-04-24
730,GA,Atlanta,931 Monroe Dr,30308,404-815-9210,33.77875,-84.36702,https://locations.traderjoes.com/ga/atlanta/730/,2026-04-24
735,GA,Atlanta,3183 Peachtree Rd,30305,404-842-0907,33.84095,-84.37499,https://locations.traderjoes.com/ga/atlanta/735/,2026-04-24
806,GA,Johns Creek,1000 Medley Blvd,30097,NA,34.06499,-84.16222,https://locations.traderjoes.com/ga/johns-creek/806/,2026-04-24
732,GA,Marietta,4250 Roswell Road,30062,678-560-3585,33.9833,-84.42633,https://locations.traderjoes.com/ga/marietta/732/,2026-04-24
734,GA,Norcross,"5185 Peachtree Pkwy, Ste 101",30092,678-966-9236,33.97918,-84.21956,https://locations.traderjoes.com/ga/norcross/734/,2026-04-24
800,GA,Peachtree City,258 City Circle,30269,404-907-2283,33.3958,-84.59379,https://locations.traderjoes.com/ga/peachtree-city/800/,2026-04-24
733,GA,Roswell,635 W Crossville Rd,30075,770-645-8505,34.05934,-84.37963,https://locations.traderjoes.com/ga/roswell/733/,2026-04-24
731,GA,Sandy Springs,6277 Roswell Road NE,30328,404-236-2414,33.92624,-84.3781,https://locations.traderjoes.com/ga/sandy-springs/731/,2026-04-24
799,GA,Sandy Springs,4600 Roswell Rd,30342,770-678-7294,33.87969,-84.38159,https://locations.traderjoes.com/ga/sandy-springs/799/,2026-04-24
728,IA,Coralville,920 Ponseti Way,52241,319-351-7223,41.68332,-91.56472,https://locations.traderjoes.com/ia/coralville/728/,2026-04-24
721,IA,West Des Moines,"6305 Mills Civic Pkwy, Ste 2111",50266,515-225-3820,41.56156,-93.79336,https://locations.traderjoes.com/ia/west-des-moines/721/,2026-04-24
360,ID,Boise,300 S Capitol Blvd,83702,208-336-7282,43.61303,-116.20371,https://locations.traderjoes.com/id/boise/360/,2026-04-24
362,ID,Coeur d&#x27;Alene,303 E Spokane Ave,83814,208-214-8293,47.6879,-116.78145,https://locations.traderjoes.com/id/coeur-d-alene/362/,2026-04-24
361,ID,Meridian,2986 N. Eagle RD.,83646,208-506-2978,43.6321,-116.35189,https://locations.traderjoes.com/id/meridian/361/,2026-04-24
699,IL,Algonquin,1800 S Randall Rd,60102,847-854-4886,42.15344,-88.33983,https://locations.traderjoes.com/il/algonquin/699/,2026-04-24
687,IL,Arlington Heights,17 W Rand Rd,60004,847-506-0752,42.11293,-87.98267,https://locations.traderjoes.com/il/arlington-heights/687/,2026-04-24
689,IL,Batavia,1942 W Fabyan Pkwy,60510,630-879-3234,41.86387,-88.33849,https://locations.traderjoes.com/il/batavia/689/,2026-04-24
688,IL,Chicago,3745 N Lincoln Ave,60613,773-248-4920,41.94989,-87.67514,https://locations.traderjoes.com/il/chicago/688/,2026-04-24
691,IL,Chicago,1840 N Clybourn Ave,60614,312-274-9733,41.91449,-87.65498,https://locations.traderjoes.com/il/chicago/691/,2026-04-24
696,IL,Chicago,44 E Ontario St,60611,312-951-6369,41.89343,-87.62631,https://locations.traderjoes.com/il/chicago/696/,2026-04-24
701,IL,Chicago,1147 S Wabash Ave,60605,312-588-0489,41.86775,-87.62539,https://locations.traderjoes.com/il/chicago/701/,2026-04-24
703,IL,Chicago,667 W Diversey Pkwy,60614,773-935-7255,41.93242,-87.64626,https://locations.traderjoes.com/il/chicago/703/,2026-04-24
706,IL,Chicago,1528 E 55th Street,60615,773-363-8831,41.7964,-87.58838,https://locations.traderjoes.com/il/chicago/706/,2026-04-24
683,IL,Downers Grove,122 Ogden Ave,60515,630-241-1662,41.81106,-87.98909,https://locations.traderjoes.com/il/downers-grove/683/,2026-04-24
702,IL,Evanston,1211 Chicago Avenue,60202,847-733-0690,42.03978,-87.68003,https://locations.traderjoes.com/il/evanston/702/,2026-04-24
680,IL,Glen Ellyn,680 Roosevelt Rd,60137,630-858-5077,41.86053,-88.05866,https://locations.traderjoes.com/il/glen-ellyn/680/,2026-04-24
681,IL,Glenview,1407 Waukegan Rd,60025,847-657-7821,42.08097,-87.79719,https://locations.traderjoes.com/il/glenview/681/,2026-04-24
685,IL,La Grange,25 N La Grange Rd,60525,708-579-0838,41.81732,-87.86936,https://locations.traderjoes.com/il/la-grange/685/,2026-04-24
684,IL,Lake Zurich,735 W Route 22,60047,847-550-7827,42.18877,-88.10901,https://locations.traderjoes.com/il/lake-zurich/684/,2026-04-24
704,IL,Libertyville,1600 S Milwaukee Ave,60048,847-680-1739,42.25504,-87.94672,https://locations.traderjoes.com/il/libertyville/704/,2026-04-24
690,IL,Naperville,44 W Gartner Rd,60540,630-355-4389,41.75454,-88.1405,https://locations.traderjoes.com/il/naperville/690/,2026-04-24
682,IL,Northbrook,127 Skokie Blvd,60062,847-480-9280,42.15026,-87.79831,https://locations.traderjoes.com/il/northbrook/682/,2026-04-24
697,IL,Oak Park,483 N Harlem Ave,60301,708-386-1169,41.89028,-87.80479,https://locations.traderjoes.com/il/oak-park/697/,2026-04-24
686,IL,Orland Park,14924 S La Grange Rd,60462,708-349-9021,41.61804,-87.85462,https://locations.traderjoes.com/il/orland-park/686/,2026-04-24
861,IL,Oswego,1930 US-34,60543,NA,41.70879,-88.29804,https://locations.traderjoes.com/il/oswego/861/,2026-04-24
698,IL,Park Ridge,190 N NW Highway,60068,847-292-1108,42.01272,-87.83236,https://locations.traderjoes.com/il/park-ridge/698/,2026-04-24
705,IL,Schaumburg,1426 E Golf Rd,60173,847-619-0095,42.0511,-88.04189,https://locations.traderjoes.com/il/schaumburg/705/,2026-04-24
757,IN,Fort Wayne,"4110 W. Jefferson Blvd., Suite D-2",46804,260-432-5828,41.07174,-85.19536,https://locations.traderjoes.com/in/fort-wayne/757/,2026-04-24
670,IN,Indianapolis,2902 W 86th St,46268,317-337-1880,39.91257,-86.2118,https://locations.traderjoes.com/in/indianapolis/670/,2026-04-24
671,IN,Indianapolis,5473 E 82nd St,46250,317-595-8950,39.90371,-86.07518,https://locations.traderjoes.com/in/indianapolis/671/,2026-04-24
600,IN,South Bend,1140 East Howard,46617,574-472-8744,41.68811,-86.23352,https://locations.traderjoes.com/in/south-bend/600/,2026-04-24
723,KS,Leawood,4201 W 119th St,66209,913-327-7209,38.91243,-94.63575,https://locations.traderjoes.com/ks/leawood/723/,2026-04-24
821,KS,Merriam,8700 Shawnee Mission Pkwy,66202,NA,39.0155,-94.68678,https://locations.traderjoes.com/ks/merriam/821/,2026-04-24
729,KS,Wichita,"1800 N. Rock Road, Suite 120",67206,316-634-1846,37.71637,-97.24341,https://locations.traderjoes.com/ks/wichita/729/,2026-04-24
788,KY,Crestview Hills,2780 Dixie Highway,41017,859-331-0034,39.0288,-84.57711,https://locations.traderjoes.com/ky/crestview-hills/788/,2026-04-24
789,KY,Crestview Hills,2785 Dixie Highway,41017,859-331-1472,39.02611,-84.57732,https://locations.traderjoes.com/ky/crestview-hills/789/,2026-04-24
626,KY,Lexington,2320 Nicholasville Road,40503,859-277-0144,38.00493,-84.51851,https://locations.traderjoes.com/ky/lexington/626/,2026-04-24
627,KY,Lexington,2326 Nicholasville Rd,40503,859-313-5030,38.00493,-84.51836,https://locations.traderjoes.com/ky/lexington/627/,2026-04-24
625,KY,Louisville,"4600 Shelbyville Rd Ste 112, Ste 112",40207,502-895-7872,38.24927,-85.63,https://locations.traderjoes.com/ky/louisville/625/,2026-04-24
628,KY,Louisville,"4600 Shelbyville Rd, Ste 111",40207,502-895-1361,38.25009,-85.63137,https://locations.traderjoes.com/ky/louisville/628/,2026-04-24
754,LA,Baton Rouge,3535 Perkins Rd,70808,225-382-0588,30.42241,-91.1536,https://locations.traderjoes.com/la/baton-rouge/754/,2026-04-24
807,LA,Lafayette,1710 Camellia Blvd,70508,NA,30.16218,-92.02843,https://locations.traderjoes.com/la/lafayette/807/,2026-04-24
863,LA,Mandeville,3377 U.S. Hwy 190,70471,NA,30.39333,-90.08395,https://locations.traderjoes.com/la/mandeville/863/,2026-04-24
755,LA,Metairie,2949 Veterans Blvd,70002,504-831-0253,30.00441,-90.15206,https://locations.traderjoes.com/la/metairie/755/,2026-04-24
793,LA,New Orleans,2428 Napoleon Ave,70115,NA,29.9349,-90.10395,https://locations.traderjoes.com/la/new-orleans/793/,2026-04-24
811,LA,New Orleans,2501 Tulane Ave,70119,504-229-9973,29.96095,-90.08787,https://locations.traderjoes.com/la/new-orleans/811/,2026-04-24
511,MA,Acton,145 Great Rd,01720,978-266-8908,42.48321,-71.41528,https://locations.traderjoes.com/ma/acton/511/,2026-04-24
561,MA,Allston,199 N Harvard St,02134,617-787-1238,42.36352,-71.12984,https://locations.traderjoes.com/ma/allston/561/,2026-04-24
505,MA,Arlington,1427 Massachusetts Ave,02476,781-646-9138,42.42542,-71.18882,https://locations.traderjoes.com/ma/arlington/505/,2026-04-24
500,MA,Boston,500 Boylston St,02116,617-693-6302,42.35037,-71.07447,https://locations.traderjoes.com/ma/boston/500/,2026-04-24
510,MA,Boston,899 Boylston St,02115,617-262-6505,42.34846,-71.08409,https://locations.traderjoes.com/ma/boston/510/,2026-04-24
566,MA,Boston,44 Thomson Place,02210,617-941-3714,42.35186,-71.04727,https://locations.traderjoes.com/ma/boston/566/,2026-04-24
588,MA,Boston,1999 Centre St,02132,617-682-7600,42.28203,-71.15783,https://locations.traderjoes.com/ma/boston/588/,2026-04-24
501,MA,Brookline,1317 Beacon St,02446,617-278-9997,42.342,-71.12054,https://locations.traderjoes.com/ma/brookline/501/,2026-04-24
515,MA,Burlington,51 Middlesex Turnpike,01803,781-273-2310,42.47343,-71.21067,https://locations.traderjoes.com/ma/burlington/515/,2026-04-24
502,MA,Cambridge,748 Memorial Dr,02139,617-491-8582,42.35826,-71.11417,https://locations.traderjoes.com/ma/cambridge/502/,2026-04-24
517,MA,Cambridge,211 Alewife Brook Pkwy,02138,617-498-3201,42.39002,-71.14359,https://locations.traderjoes.com/ma/cambridge/517/,2026-04-24
528,MA,Foxborough,350 Patriot Place,02035,508-543-1978,42.08662,-71.26927,https://locations.traderjoes.com/ma/foxborough/528/,2026-04-24
503,MA,Framingham,659 Worcester Rd,01701,508-935-2931,42.29912,-71.42523,https://locations.traderjoes.com/ma/framingham/503/,2026-04-24
512,MA,Hadley,375 Russell St,01035,413-587-3260,42.35776,-72.54937,https://locations.traderjoes.com/ma/hadley/512/,2026-04-24
513,MA,Hanover,1775 Washington St,02339,339-298-1530,42.1225,-70.83161,https://locations.traderjoes.com/ma/hanover/513/,2026-04-24
530,MA,Hingham,5 Essington Drive,02043,781-740-2038,42.24907,-70.9238,https://locations.traderjoes.com/ma/hingham/530/,2026-04-24
514,MA,Hyannis,"655 Iyannough Road Rt 132, Unit 4-A",02601,508-790-3008,41.65955,-70.27501,https://locations.traderjoes.com/ma/hyannis/514/,2026-04-24
582,MA,Milford,230 Fortune Blvd,01757,508-318-9234,42.16055,-71.50191,https://locations.traderjoes.com/ma/milford/582/,2026-04-24
504,MA,Needham,958 Highland Ave,02494,781-449-6993,42.29274,-71.23489,https://locations.traderjoes.com/ma/needham/504/,2026-04-24
583,MA,Newton,165 Needham St,02464,617-340-5765,42.31215,-71.21382,https://locations.traderjoes.com/ma/newton/583/,2026-04-24
